id,domain,skill,difficulty,pendingAction,p0Repaired,p1Upgraded,readyForGate,remainingHardIssues,warnings,calculatorTag,desmosSkill,trapTag,routeTag
antigravity-hard-4835ce7f,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-284c2ef6,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-004b4c18,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-58e82a2f,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-0b240880,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-712db2df,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-720532e4,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-1edaae10,Algebra,Linear inequalities in one or two variables,Hard,"Repair math notation or visible symbols, then rerun the expert gate.",True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-59dbf3b0,Algebra,Linear inequalities in one or two variables,Hard,"Remove visible generation notes, then re-check the answer key and explanation.",True,False,False,generation_draft_note_visible,explanation_does_not_mention_correct_answer; math:explanation_does_not_mention_correct_answer,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-1fd46822,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-26ac527e,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-72c6130f,Algebra,Linear inequalities in one or two variables,Hard,"Repair math notation or visible symbols, then rerun the expert gate.",False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-901c748d,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-c813c564,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-7b0dd0f9,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-5239ac65,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-24c05caa,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-f5f8bd52,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-0a9db926,Algebra,Linear inequalities in one or two variables,Hard,"Remove visible generation notes, then re-check the answer key and explanation.",False,False,False,generation_draft_note_visible,explanation_does_not_mention_correct_answer; math:explanation_does_not_mention_correct_answer,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-0126873f,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-0187afe1,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-def184ff,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-9f5815d7,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ae67f0eb,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-3875e56e,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-5cad0ecf,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-896c84d3,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-d2542a55,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-2f7bd173,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-4f05a33e,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-41a2a9e8,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-28d1e8f5,Algebra,Linear inequalities in one or two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-6191045c,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ac7ed1c5,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-6458d222,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-c875b549,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-36a11951,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-7ef0c4b2,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ce8f74b4,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e14caeae,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-aefc622e,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-10c2e819,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-b5adfde6,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-1d6dd7e3,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-d7a8c569,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-50e8fce9,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-736f6740,Algebra,Linear functions,Hard,Rewrite answer choices so exactly one option is correct.,False,False,False,choice_C_equivalent_to_correct_choice,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-87528667,Algebra,Linear functions,Hard,"Remove visible generation notes, then re-check the answer key and explanation.",True,False,False,generation_draft_note_visible,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-cd255359,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-65bf711e,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-0253c388,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-deea37df,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-c44a00fb,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-64d5c4a7,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-1a62ec62,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-897f04a9,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-db412d61,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-a575fb43,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-2b82e0aa,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-eb741494,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e0e7eaaf,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-04a0deb3,Algebra,Linear functions,Hard,Fix structural or answer-integrity issue before approval.,False,False,False,math:grid_in_non_equivalent_acceptable_answer:-2,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ae1a5177,Algebra,Linear functions,Hard,Fix structural or answer-integrity issue before approval.,False,False,False,math:grid_in_correct_answer_not_in_acceptable_answers; math:grid_in_non_equivalent_acceptable_answer:all; math:grid_in_non_equivalent_acceptable_answer:all real numbers; math:grid_in_non_equivalent_acceptable_answer:any,explanation_does_not_mention_correct_answer; math:explanation_does_not_mention_correct_answer,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-137e4b9d,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-3d8997f8,Algebra,Linear functions,Hard,Resolve warning or send to human expert spot-check.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-bf704685,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-7eaefcfc,Algebra,Linear functions,Hard,Resolve warning or send to human expert spot-check.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-4e534240,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-7694d0c1,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-753e96e2,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-2fa9aeb0,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ee8a37e1,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-6122c66e,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ed250f82,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-8c2ade90,Algebra,Linear functions,Hard,"Repair math notation or visible symbols, then rerun the expert gate.",False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-919195af,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-830ea3b8,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-1fd261a1,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-17135e9a,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-6cf36d54,Algebra,Linear functions,Hard,Resolve warning or send to human expert spot-check.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-63839055,Algebra,Linear functions,Hard,Resolve warning or send to human expert spot-check.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-26f0200f,Algebra,Linear functions,Hard,"Repair math notation or visible symbols, then rerun the expert gate.",True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-70c3a10b,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-119541cf,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-29853fb5,Algebra,Linear functions,Hard,"Remove visible generation notes, then re-check the answer key and explanation.",False,False,False,generation_draft_note_visible; math:grid_in_non_equivalent_acceptable_answer:1.67,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-089b942a,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-39186107,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-2c42f293,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-86f8f8f4,Algebra,Linear functions,Hard,Fix structural or answer-integrity issue before approval.,True,False,False,math:grid_in_non_equivalent_acceptable_answer:2.33,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e0e4a07a,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-4a3fc202,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-d082eeb2,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-76d36d57,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,True,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-61ca4d87,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-d6335a32,Algebra,Linear functions,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-98dcb429,Algebra,Linear functions,Hard,Fix structural or answer-integrity issue before approval.,False,False,False,math:grid_in_non_equivalent_acceptable_answer:4.62,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e087993a,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-3eeb6cd2,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-6ee3a09a,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e56e0315,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-9bfad750,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ceb0ab3e,Algebra,Linear equations in two variables,Hard,"Repair math notation or visible symbols, then rerun the expert gate.",False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-7d9c4c95,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-3a1db3b8,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-87fc01aa,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-c73a66fd,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-88b81b3c,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-f03dc5e6,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ea652bbe,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-34f53a81,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-808f87ef,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-538f1680,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-463cfc70,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-8ece77d3,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-68016346,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-d383555d,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-2719c413,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-5fe758c1,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-49697105,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-a256745f,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-214d54c3,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-f92dba8a,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-d8ab038c,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-bd0a152e,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-b5c23b52,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-b9431ca6,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-9bf220d8,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-0c873b92,Algebra,Linear equations in two variables,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-a7dee4fb,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-2c3d606e,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-60862898,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ca1ba071,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-405e47aa,Algebra,Linear equations in one variable,Hard,Resolve warning or send to human expert spot-check.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-104cc7b0,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-03a3a705,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-3b28d0ad,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ff5bd84a,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-1de71192,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-93898f78,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-faeae40a,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-ecaf3983,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e8905ec9,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-8cd40256,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-5b247d22,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-5054ce8c,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-e0221f0e,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-118cf582,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
antigravity-hard-07544808,Algebra,Linear equations in one variable,Hard,Expand the correct-answer explanation so the item can teach self-study.,False,True,True,,,not_applicable,not_applicable,linear_feature_mixup,evidence_first
