decision,id,sourceFile,sourceIndex,reviewStatusBefore,section,domain,skill,canonicalSkill,microSkill,difficulty,questionType,targetBand,modulePlacement,estimatedTimeSeconds,desmosUseful,calculatorTags,failures,tagIssues,tagChanges,requiredAction,promptWords,explanationWords,correctExplanationWords,distractorExplanationCount
kept_reviewed,antigravity-b5268942,antigravity-bank.json,2400,reviewed,Math,Algebra,Systems of two linear equations in two variables,Systems of two linear equations in two variables,word system,Medium,student_produced_response,SAT-Core,module1,105,True,calculator_allowed_all_math;desmos_useful;equation_intersection,,,,Expert review required before approval.,14,71,71,0
kept_reviewed,antigravity-7f1f0464,antigravity-bank.json,2401,reviewed,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Systems of equations in two variables,systems of equations in two variables,Hard,student_produced_response,SAT-Elite,module2_upper,145,True,calculator_allowed_all_math;desmos_useful;equation_intersection,,,,Expert review required before approval.,16,70,70,0
kept_reviewed,antigravity-2663c029,antigravity-bank.json,2402,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,57,209,110,3
kept_reviewed,antigravity-c6ecab86,antigravity-bank.json,2403,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,66,206,107,3
kept_reviewed,antigravity-0c3631f6,antigravity-bank.json,2404,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,62,214,117,3
kept_reviewed,antigravity-9408b3d0,antigravity-bank.json,2405,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,70,215,119,3
kept_reviewed,antigravity-6ce14f89,antigravity-bank.json,2406,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,64,213,117,3
kept_reviewed,antigravity-0309fc48,antigravity-bank.json,2407,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,69,221,122,3
kept_reviewed,antigravity-a0757b91,antigravity-bank.json,2408,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,26,129,57,3
kept_reviewed,antigravity-da373f39,antigravity-bank.json,2409,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,23,131,59,3
kept_reviewed,antigravity-3b653d8e,antigravity-bank.json,2410,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,24,152,59,3
kept_reviewed,antigravity-75e15087,antigravity-bank.json,2411,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,23,161,68,3
kept_reviewed,antigravity-91f53dbb,antigravity-bank.json,2412,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Easy,multiple_choice,G10-Bridge,module2_lower,55,,,,,,Expert review required before approval.,24,129,57,3
kept_reviewed,antigravity-63aa6d8b,antigravity-bank.json,2413,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,19,166,61,3
kept_reviewed,antigravity-7ab196a3,antigravity-bank.json,2414,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,23,157,52,3
kept_reviewed,antigravity-4ab4d4fd,antigravity-bank.json,2415,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,22,171,66,3
kept_reviewed,antigravity-d61ca74c,antigravity-bank.json,2416,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,18,166,61,3
kept_reviewed,antigravity-97fd19c9,antigravity-bank.json,2417,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,21,157,52,3
kept_reviewed,antigravity-f08a5c2d,antigravity-bank.json,2418,reviewed,Reading and Writing,Expression of Ideas,Transitions,Transitions,logical relationship,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,25,94,49,3
kept_reviewed,antigravity-fe3ac06c,antigravity-bank.json,2419,reviewed,Reading and Writing,Expression of Ideas,Transitions,Transitions,logical relationship,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,28,120,63,3
kept_reviewed,antigravity-954d9643,antigravity-bank.json,2420,reviewed,Reading and Writing,Expression of Ideas,Transitions,Transitions,logical relationship,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,31,132,63,3
kept_reviewed,antigravity-4ecf9563,antigravity-bank.json,2421,reviewed,Reading and Writing,Expression of Ideas,Transitions,Transitions,logical relationship,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,20,115,58,3
kept_reviewed,antigravity-261dadb3,antigravity-bank.json,2422,reviewed,Reading and Writing,Expression of Ideas,Transitions,Transitions,logical relationship,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,29,134,65,3
kept_reviewed,antigravity-5ba7aac5,antigravity-bank.json,2423,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Command of Evidence,quantitative evidence,Hard,multiple_choice,SAT-Elite,module2_upper,95,,,,,,Expert review required before approval.,36,157,79,3
kept_reviewed,antigravity-4be86eca,antigravity-bank.json,2424,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Command of Evidence,textual support,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,27,178,89,3
kept_reviewed,antigravity-ae1e4e0f,antigravity-bank.json,2425,reviewed,Math,Problem-Solving and Data Analysis,Percentages,Percentages,percentages,Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,32,65,65,0
kept_reviewed,antigravity-e7e49fff,antigravity-bank.json,2426,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Command of Evidence,quantitative evidence,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,33,186,93,3
kept_reviewed,antigravity-5dcaee52,antigravity-bank.json,2427,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Command of Evidence,quantitative evidence,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,29,170,81,3
kept_reviewed,antigravity-de02ed41,antigravity-bank.json,2428,reviewed,Math,Geometry and Trigonometry,"Lines, angles, and triangles","Lines, angles, and triangles","lines, angles, and triangles",Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,8,67,67,0
kept_reviewed,antigravity-7b81dc7a,antigravity-bank.json,2429,reviewed,Math,Geometry and Trigonometry,"Lines, angles, and triangles","Lines, angles, and triangles","lines, angles, and triangles",Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,15,67,67,0
kept_reviewed,antigravity-c08d633e,antigravity-bank.json,2430,reviewed,Math,Geometry and Trigonometry,"Lines, angles, and triangles","Lines, angles, and triangles","lines, angles, and triangles",Hard,multiple_choice,SAT-Advanced,module2_upper,125,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,23,106,55,3
kept_reviewed,antigravity-a9537eaa,antigravity-bank.json,2431,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,multiple_choice,SAT-Core,module1,65,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,10,196,82,3
kept_reviewed,antigravity-9ca429f7,antigravity-bank.json,2432,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,25,72,72,0
kept_reviewed,antigravity-0fcaf8c2,antigravity-bank.json,2433,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,16,72,72,0
kept_reviewed,antigravity-c09af610,antigravity-bank.json,2434,reviewed,Math,Geometry and Trigonometry,Right triangles and trigonometry,Right triangles and trigonometry,right triangles and trigonometry,Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,18,70,70,0
kept_reviewed,antigravity-994867e1,antigravity-bank.json,2435,reviewed,Math,Geometry and Trigonometry,Right triangles and trigonometry,Right triangles and trigonometry,right triangles and trigonometry,Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,17,67,67,0
kept_reviewed,antigravity-10ea0b33,antigravity-bank.json,2436,reviewed,Math,Problem-Solving and Data Analysis,Percentages,Percentages,percentages,Hard,student_produced_response,SAT-Advanced,module2_upper,135,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,13,69,69,0
kept_reviewed,antigravity-0a2e906e,antigravity-bank.json,2437,reviewed,Math,Problem-Solving and Data Analysis,Percentages,Percentages,percentages,Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,10,73,73,0
kept_reviewed,antigravity-aaeeacac,antigravity-bank.json,2438,reviewed,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units","Ratios, rates, proportional relationships, and units","ratios, rates, proportional relationships, and units",Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,15,70,70,0
kept_reviewed,antigravity-6f857612,antigravity-bank.json,2439,reviewed,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units","Ratios, rates, proportional relationships, and units","ratios, rates, proportional relationships, and units",Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,16,70,70,0
kept_reviewed,antigravity-2dcc4e26,antigravity-bank.json,2440,reviewed,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Probability and conditional probability,probability and conditional probability,Easy,multiple_choice,SAT-Core,module1,65,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,15,169,91,3
kept_reviewed,antigravity-561d4d19,antigravity-bank.json,2441,reviewed,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Probability and conditional probability,probability and conditional probability,Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,15,75,75,0
kept_reviewed,antigravity-6d668d7c,antigravity-bank.json,2442,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Command of Evidence,textual support,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,12,168,83,3
kept_reviewed,antigravity-6ba394a0,antigravity-bank.json,2443,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Command of Evidence,textual support,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,13,181,94,3
kept_reviewed,antigravity-f204f54e,antigravity-bank.json,2444,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Command of Evidence,textual support,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,13,181,94,3
kept_reviewed,antigravity-2da5daec,antigravity-bank.json,2445,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Command of Evidence,weaken claim,Hard,multiple_choice,SAT-Elite,module2_upper,95,,,,,,Expert review required before approval.,12,159,81,3
kept_reviewed,antigravity-31abeac2,antigravity-bank.json,2446,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Command of Evidence,textual support,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,15,187,98,3
kept_reviewed,antigravity-5119a07a,antigravity-bank.json,2447,reviewed,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Command of Evidence,textual support,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,14,178,92,3
kept_reviewed,antigravity-c8b121e0,antigravity-bank.json,2448,reviewed,Reading and Writing,Craft and Structure,Cross-Text Connections,Cross-Text Connections,predicted response,Hard,multiple_choice,SAT-Elite,module2_upper,95,,,,,,Expert review required before approval.,64,138,75,3
kept_reviewed,antigravity-4f146546,antigravity-bank.json,2449,reviewed,Reading and Writing,Craft and Structure,Cross-Text Connections,Cross-Text Connections,predicted response,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,59,162,87,3
kept_reviewed,antigravity-50ab5896,antigravity-bank.json,2450,reviewed,Reading and Writing,Craft and Structure,Cross-Text Connections,Cross-Text Connections,predicted response,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,55,166,87,3
kept_reviewed,antigravity-2217691d,antigravity-bank.json,2451,reviewed,Reading and Writing,Craft and Structure,Cross-Text Connections,Cross-Text Connections,predicted response,Hard,multiple_choice,SAT-Elite,module2_upper,95,,,,,,Expert review required before approval.,56,132,69,3
kept_reviewed,antigravity-21516181,antigravity-bank.json,2452,reviewed,Reading and Writing,Craft and Structure,Cross-Text Connections,Cross-Text Connections,predicted response,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,55,162,84,3
kept_reviewed,antigravity-f6047a21,antigravity-bank.json,2453,reviewed,Reading and Writing,Craft and Structure,Cross-Text Connections,Cross-Text Connections,predicted response,Hard,multiple_choice,SAT-Elite,module2_upper,95,,,,,,Expert review required before approval.,56,132,69,3
kept_reviewed,antigravity-2d2bf377,antigravity-bank.json,2454,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,20,72,72,0
kept_reviewed,antigravity-a2b84c04,antigravity-bank.json,2455,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,multiple_choice,SAT-Core,module1,65,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,17,168,76,3
kept_reviewed,antigravity-3796052b,antigravity-bank.json,2456,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,17,72,72,0
kept_reviewed,antigravity-b552e517,antigravity-bank.json,2457,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Hard,multiple_choice,SAT-Advanced,module2_upper,125,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,16,152,86,3
kept_reviewed,antigravity-1522a035,antigravity-bank.json,2458,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,19,72,72,0
kept_reviewed,antigravity-87e8b5fe,antigravity-bank.json,2459,reviewed,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Two-variable data: models and scatterplots,two-variable data: models and scatterplots,Medium,multiple_choice,SAT-Core,module1,95,True,calculator_allowed_all_math;desmos_useful;table_or_regression,,,,Expert review required before approval.,16,226,109,3
kept_reviewed,antigravity-a0a59290,antigravity-bank.json,2460,reviewed,Math,Algebra,Linear equations in one variable,Linear equations in one variable,linear equations in one variable,Easy,student_produced_response,G10-Bridge,module2_lower,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,10,73,73,0
kept_reviewed,antigravity-df02bbc6,antigravity-bank.json,2461,reviewed,Math,Algebra,Linear equations in one variable,Linear equations in one variable,linear equations in one variable,Easy,student_produced_response,G10-Bridge,module2_lower,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,11,73,73,0
kept_reviewed,antigravity-e0a9efa4,antigravity-bank.json,2462,reviewed,Math,Algebra,Linear equations in one variable,Linear equations in one variable,linear equations in one variable,Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,10,73,73,0
kept_reviewed,antigravity-6081c420,antigravity-bank.json,2463,reviewed,Math,Algebra,Linear equations in one variable,Linear equations in one variable,linear equations in one variable,Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,16,73,73,0
kept_reviewed,antigravity-abc50a82,antigravity-bank.json,2464,reviewed,Math,Algebra,Linear equations in one variable,Linear equations in one variable,linear equations in one variable,Hard,student_produced_response,SAT-Advanced,module2_upper,135,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,10,68,68,0
kept_reviewed,antigravity-b6735396,antigravity-bank.json,2465,reviewed,Math,Algebra,Linear equations in two variables,Linear equations in two variables,linear equations in two variables,Easy,student_produced_response,G10-Bridge,module2_lower,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,13,73,73,0
kept_reviewed,antigravity-d81c58b7,antigravity-bank.json,2466,reviewed,Math,Algebra,Linear equations in two variables,Linear equations in two variables,linear equations in two variables,Easy,multiple_choice,G10-Bridge,module2_lower,65,True,calculator_allowed_all_math;desmos_useful;algebra_first,,,,Expert review required before approval.,8,193,97,3
kept_reviewed,antigravity-dff6bb6e,antigravity-bank.json,2467,reviewed,Math,Algebra,Linear equations in two variables,Linear equations in two variables,linear equations in two variables,Easy,multiple_choice,G10-Bridge,module2_lower,65,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,9,194,98,3
kept_reviewed,antigravity-81d1abaf,antigravity-bank.json,2468,reviewed,Math,Algebra,Linear equations in two variables,Linear equations in two variables,linear equations in two variables,Easy,student_produced_response,G10-Bridge,module2_lower,75,True,calculator_allowed_all_math;desmos_useful;function_features,,,,Expert review required before approval.,9,73,73,0
kept_reviewed,antigravity-f3814355,antigravity-bank.json,2469,reviewed,Math,Algebra,Linear inequalities in one or two variables,Linear inequalities in one or two variables,linear inequalities in one or two variables,Easy,multiple_choice,G10-Bridge,module2_lower,65,True,calculator_allowed_all_math;desmos_useful;inequality_check,,,,Expert review required before approval.,9,159,72,3
kept_reviewed,antigravity-5df21e23,antigravity-bank.json,2470,reviewed,Math,Algebra,Linear inequalities in one or two variables,Linear inequalities in one or two variables,linear inequalities in one or two variables,Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,17,70,70,0
kept_reviewed,antigravity-cdfbae6f,antigravity-bank.json,2471,reviewed,Math,Algebra,Linear inequalities in one or two variables,Linear inequalities in one or two variables,linear inequalities in one or two variables,Easy,student_produced_response,G10-Bridge,module2_lower,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,9,70,70,0
kept_reviewed,antigravity-cd9252d4,antigravity-bank.json,2472,reviewed,Math,Algebra,Linear inequalities in one or two variables,Linear inequalities in one or two variables,linear inequalities in one or two variables,Medium,multiple_choice,SAT-Core,module1,95,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,15,146,71,3
kept_reviewed,antigravity-76218caf,antigravity-bank.json,2473,reviewed,Math,Algebra,Linear inequalities in one or two variables,Linear inequalities in one or two variables,linear inequalities in one or two variables,Easy,student_produced_response,G10-Bridge,module2_lower,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,7,70,70,0
kept_reviewed,antigravity-0e5b6812,antigravity-bank.json,2474,reviewed,Math,Geometry and Trigonometry,"Lines, angles, and triangles","Lines, angles, and triangles","lines, angles, and triangles",Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,18,67,67,0
kept_reviewed,antigravity-5d114608,antigravity-bank.json,2475,reviewed,Math,Geometry and Trigonometry,"Lines, angles, and triangles","Lines, angles, and triangles","lines, angles, and triangles",Easy,multiple_choice,SAT-Core,module1,65,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,37,137,62,3
kept_reviewed,antigravity-b619db9a,antigravity-bank.json,2476,reviewed,Math,Geometry and Trigonometry,"Lines, angles, and triangles","Lines, angles, and triangles","lines, angles, and triangles",Easy,student_produced_response,SAT-Core,module1,75,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,19,67,67,0
kept_reviewed,antigravity-7c42760e,antigravity-bank.json,2477,reviewed,Math,Advanced Math,Equivalent expressions,Equivalent expressions,equivalent expressions,Easy,multiple_choice,SAT-Core,module1,65,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,7,169,96,3
kept_reviewed,antigravity-a948055b,antigravity-bank.json,2478,reviewed,Math,Advanced Math,Equivalent expressions,Equivalent expressions,equivalent expressions,Medium,student_produced_response,SAT-Core,module1,105,False,calculator_allowed_all_math;algebra_first,,,,Expert review required before approval.,9,70,70,0
kept_reviewed,antigravity-13411a93,antigravity-bank.json,2479,reviewed,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Systems of equations in two variables,systems of equations in two variables,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;equation_intersection,,,,Expert review required before approval.,11,71,71,0
kept_reviewed,antigravity-155fce59,antigravity-bank.json,2480,reviewed,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Systems of equations in two variables,systems of equations in two variables,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;equation_intersection,,,,Expert review required before approval.,7,71,71,0
kept_reviewed,antigravity-b856276e,antigravity-bank.json,2481,reviewed,Math,Advanced Math,Nonlinear functions,Nonlinear functions,function features,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;algebra_first,,,,Expert review required before approval.,10,67,67,0
kept_reviewed,antigravity-b48c3279,antigravity-bank.json,2482,reviewed,Math,Advanced Math,Nonlinear functions,Nonlinear functions,exponential model,Easy,multiple_choice,SAT-Core,module1,65,True,calculator_allowed_all_math;desmos_useful;algebra_first,,,,Expert review required before approval.,12,137,61,3
kept_reviewed,antigravity-97f86d02,antigravity-bank.json,2483,reviewed,Math,Advanced Math,Nonlinear functions,Nonlinear functions,function features,Easy,student_produced_response,SAT-Core,module1,75,True,calculator_allowed_all_math;desmos_useful;algebra_first,,,,Expert review required before approval.,10,67,67,0
kept_reviewed,antigravity-85f99091,antigravity-bank.json,2484,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,55,193,95,3
kept_reviewed,antigravity-943a7620,antigravity-bank.json,2485,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,41,194,95,3
kept_reviewed,antigravity-c5b9aae6,antigravity-bank.json,2486,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,43,175,80,3
kept_reviewed,antigravity-b26226a2,antigravity-bank.json,2487,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,40,187,92,3
kept_reviewed,antigravity-04df0c84,antigravity-bank.json,2488,reviewed,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Rhetorical Synthesis,goal-specific selection,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,43,181,82,3
kept_reviewed,antigravity-eeda4b35,antigravity-bank.json,2489,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Easy,multiple_choice,G10-Bridge,module2_lower,55,,,,,,Expert review required before approval.,21,133,61,3
kept_reviewed,antigravity-7c792f1a,antigravity-bank.json,2490,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Easy,multiple_choice,G10-Bridge,module2_lower,55,,,,,,Expert review required before approval.,15,129,57,3
kept_reviewed,antigravity-faa8cab5,antigravity-bank.json,2491,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,14,142,49,3
kept_reviewed,antigravity-8b90ca24,antigravity-bank.json,2492,reviewed,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense","Form, Structure, and Sense","form, structure, and sense",Medium,multiple_choice,SAT-Core,module1,75,,,,,,Expert review required before approval.,19,127,55,3
kept_reviewed,antigravity-f84ea408,antigravity-bank.json,2493,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,16,166,61,3
kept_reviewed,antigravity-296972bd,antigravity-bank.json,2494,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,19,157,52,3
kept_reviewed,antigravity-07f651e9,antigravity-bank.json,2495,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,11,171,66,3
kept_reviewed,antigravity-38dd5e3f,antigravity-bank.json,2496,reviewed,Reading and Writing,Standard English Conventions,Boundaries,Boundaries,sentence boundary,Hard,multiple_choice,SAT-Advanced,module2_upper,95,,,,,,Expert review required before approval.,13,166,61,3
kept_reviewed,antigravity-e84b4c7d,antigravity-bank.json,2497,reviewed,Reading and Writing,Expression of Ideas,Transitions,Transitions,logical relationship,Easy,multiple_choice,SAT-Core,module1,55,,,,,,Expert review required before approval.,18,126,58,3
